-5.888436635304481470e-01,1.982033868224867490e+00,-2.488382614446085217e-01,-2.468383405289867660e+00,7.308187277886849742e+00,-2.219231482408224210e+00,3.018828016821327065e+00,2.596941844525295195e+00,-7.971217443830011185e+00,1.797060261764566791e+00,1.329260447441790616e+00,-7.160093687683488639e-01,-2.006662632456701179e+00,-1.783709294584295835e+00,2.843146163477956456e+00,1.722502441237688808e-01,-1.571096505783369013e+00,2.603520118424575092e+00,-6.058942043763575480e-01,-2.332657720538305668e+00,1.599763910972982650e+00,1.331366547320165239e-01,1.075742402417775745e+00,-2.215513976057338630e-01,1.354911072135452477e+00
-2.126262992995511247e+00,-1.187449679466680230e+01,2.809283472856323183e-01,-3.069962297451825695e+00,3.453941216337509390e-01,5.569481590410124028e+00,-2.649926803466102321e+00,2.625708907006570669e+00,4.303221828175683328e+00,-8.873190568406571499e-01,-1.551779017968098362e+00,2.542826823714484874e+00,-4.870898279873026038e-01,-5.553134635266680164e+00,2.306402113711617297e+00,9.212702295639747518e-01,9.014346143704394798e-01,-1.805920112577971581e+00,1.515716658267982409e+00,-6.034380677331838694e-01,-1.273106204589419033e+00,-9.768734986871245862e-01,2.700236769508336021e+00,-4.728620178908474969e+00,2.480775980545311121e+00
7.093098065754478654e+00,7.086184559372458169e-01,7.266667341865928886e-01,-9.158386636871063136e-02,-3.604962225586153757e+00,-1.157568777663022574e+00,1.561091179528458772e+00,-4.599512836275792438e+00,-6.071908449480453385e+00,2.557602211335559872e+00,-1.509307006771111848e+00,-1.303696140496920508e-01,-5.581309283699454893e-01,9.985864133686328525e-01,6.173059825196007822e-01,9.385743617996438193e-01,2.911471513106985154e-01,6.573974219000593422e-01,5.261926128592281371e-01,-8.611204776667622518e-01,1.918480568169225187e-01,-5.949991042629227955e-01,3.604609206939927146e-01,3.644724053649189166e+00,8.967638281125717148e-01
5.228449352241737458e+00,4.610751987454543510e+00,6.843840732992552134e-01,-4.370335612850337448e+00,-8.956746752219955088e-01,1.173253058614829314e-01,2.133640334551857975e+00,-3.744026974086955839e+00,-7.677441994646732049e+00,4.672756660108966287e+00,-1.446018391100262646e+00,1.070603440288022679e+00,-3.264702015526589562e+00,-3.730044411862037279e+00,-2.500230267848952526e+00,1.031709440457299065e+00,1.137196033229794789e-01,-1.337150477760520095e+00,-3.678324480249737238e-01,-5.411330891763196371e-01,3.871908489948779675e+00,3.492052365165191130e+00,-8.763448915677509721e-01,2.349217884090406105e+00,1.300898655657802161e+00
-4.815342067081444632e+00,3.148357905966268078e+00,5.633236492900170589e+00,1.500847688127362467e+00,-2.833326004410624321e+00,-5.993342944794952665e-01,-2.033753258548273823e+00,5.337473368781900929e-01,-2.460315013438940657e-01,-5.703090250760595836e+00,-4.553744637719061572e-01,2.985102657904315393e+00,-7.927291666399743919e-01,-2.073671432245896007e+00,-1.292721357307903940e+00,-1.831912399267042524e+00,1.216827562589170908e+00,-7.818262093428286486e-01,-1.410511585232779641e+00,-2.243917932983818808e-01,4.643827716454158594e-01,3.056044341050426549e+00,-3.308496552175027028e-01,-2.275513377006233462e+00,-1.016949596222437524e+00
4.418837700452591832e+00,3.243930663586469532e-01,1.770470954113049222e+00,3.273121999655546066e-01,-1.828278860653689275e+00,-3.268357578615860515e+00,-8.603435508222170847e-02,1.541115177986508711e-01,-2.355044254296700501e+00,-2.991252918598505506e+00,-2.224096457691878026e+00,-1.702225580834135110e+00,-9.419067407748726861e-03,3.468724146791252849e+00,-3.518936315282962246e-01,7.611439110069506686e-02,4.910382992704612759e-01,-5.432635504907751267e-01,-1.083267281142344274e+00,-1.954509300554242213e+00,-1.776086417700006859e+00,3.225664280155335906e-01,1.595092023758095445e+00,4.930616497380172492e-01,1.416086472879482527e-01
-7.695901453871291764e+00,-1.529348189336870556e+00,-3.104266072075401173e+00,9.916420029699532179e+00,3.069460203369072993e+00,-5.126116387898257187e+00,7.838873367525700075e+00,2.977955042819115938e+00,3.179979703924323609e+00,2.556203384261903189e+00,-1.047897454001966988e-02,-4.944619241930038100e+00,-4.658737810093288023e-01,-4.427358637021226451e-01,-1.652045570935955388e+00,-4.022139576973751574e+00,8.720462004148852309e-01,1.004638832501240087e-01,-3.065953833221406466e+00,-4.345727911986328351e+00,8.240248830885068543e-01,2.072603026149152927e-01,5.484565722102846541e-01,-1.679711285914285979e+00,-1.418322280618202091e+00
-8.601383266566097419e+00,5.189054636993883918e+00,-4.018223895796610989e+00,7.117927528236104306e-01,9.244197673636254109e+00,-3.229481137982074035e+00,6.036726088613908914e+00,-4.488715869933713520e+00,-1.535903889565066072e+00,-1.733042885439388447e+00,6.124756504795798584e-01,-1.813437012213212185e+00,3.331082458297451865e+00,-1.074880534660627163e-02,2.604830424313231862e+00,3.001004322010943914e-01,3.351231889460938307e-01,-2.874103005486945861e+00,-1.409120393435262741e+00,-2.024777655515932473e+00,-1.523973688645173130e+00,1.569377859906829764e-01,3.740967739704951778e-01,2.604577823579976137e+00,-1.156935906191892904e+00
-3.402674762603739467e+00,-8.214923939122446228e+00,-2.189635381773245015e+00,-2.555386997079770683e+00,-8.301738899435093244e-02,-5.115265325983659572e+00,-2.417028356761408148e+00,3.371023317901503447e+00,3.452598943776108875e+00,5.513134937071879627e-01,-2.297635657139456722e+00,1.300469513790110554e+00,-3.293060221643215879e+00,-5.241702083994234096e-01,-2.287993458971874006e+00,1.182264813300499262e-01,1.308106384511879661e+00,1.695141154261155247e-01,8.493909971733306641e-01,4.398832862672352739e-01,-9.177022417541159660e-01,-7.511862022537822980e-01,4.330642906765697075e-01,6.855569878141702933e-01,-1.338769781061250663e+00
-2.511896595309738967e+00,-6.219749346065864160e+00,5.125811786643319046e+00,1.586786596679707007e+00,2.709355485355391391e+00,-4.662548232553586636e-01,1.838982905307893878e+00,-1.981264686659447438e-01,-1.777376598617781855e+00,-7.672896168982370479e-01,1.783578858634756958e+00,-3.518147454674233066e-01,-3.396997621198196704e-01,2.007425975680332542e+00,2.432825873441244902e+00,-8.007198562364026273e-01,1.352419550822803629e+00,4.347845288229019722e-01,1.382238766883653547e+00,4.311710255635071043e+00,1.589459574240215112e+00,-1.430708135142085169e+00,2.363161187637374372e+00,2.957005773420110284e+00,-1.507944351275504635e+00
9.117261351517367274e+00,8.116845382261958619e+00,-3.253956679871680802e+00,1.403145428868823874e-01,-4.453275131531963638e+00,-2.033822704960702499e+00,-4.132961849440745183e+00,-2.820504734777074418e+00,-3.984691944378313089e+00,-8.109475309246541030e-01,2.871588203421788776e-01,4.001422180275983287e+00,8.701509295840159641e-02,-1.605986759967557909e+00,-2.533507302785799276e+00,-1.106132976912811650e+00,-5.330109076023026304e-01,-1.547495431102692720e+00,-1.389509463372806675e-01,-8.736353600200669201e-01,1.435026419929162467e+00,1.950399728612577821e+00,-6.251973988250996150e-01,-1.273007183630256556e+00,1.093017959347762247e+00
-4.984540868488077092e-01,-5.827942595015112914e+00,-6.111237120842862858e+00,1.630699773369210792e+00,-2.110349178161091910e+00,-6.560051999095178665e+00,3.888206100290307443e+00,3.605603222074397873e+00,8.440879931366236377e-01,5.235890491587683604e-01,1.432817922308574410e+00,1.209847215389760589e+00,-3.495942428051419526e+00,-2.877294951728815775e+00,-1.439373375494155671e-01,-3.053238794425550129e+00,3.733559965906966038e+00,4.993698066858789364e-01,4.265729925434492142e-01,1.658763304857637788e+00,-9.700748962388274776e-01,-1.138568430738835957e+00,4.158797089941388414e-01,1.957406884546653014e+00,-2.580297872724584884e+00
1.423563583830736157e+01,-6.549571064198946857e+00,3.913298078143806258e+00,-1.532014162501701637e+00,-2.630643214161715093e+00,3.741483891910170279e+00,-5.625497429219152856e+00,2.294440148639058652e+00,7.401311388024125471e-01,-2.630817558453932836e+00,-5.322264009103267135e+00,5.839226701143044096e+00,2.229258897332096367e+00,7.679026172356701041e-01,-4.452427205086575412e-01,-1.295063841410200922e+00,-6.101357283539020626e-01,2.013379320770641634e+00,2.647089681379211079e+00,-1.640034449099325720e+00,-1.326625727774876973e+00,8.606675934836522934e-01,-2.097569407329018976e+00,1.428512101078076801e+00,1.191894022559430777e+00
1.286889558760949370e+01,7.403105911203965661e+00,-5.204427345298338281e+00,-2.802670231783684685e+00,4.043784644998854594e-01,-2.333415253098699349e+00,-2.480997655112469058e-01,-8.502591092606692769e+00,1.219923772543656471e+00,3.364766835672057699e+00,-2.269644605962926498e+00,-5.173267089685139597e-01,-1.699479382842808750e+00,-4.193989746825492304e+00,3.314097857869235053e+00,1.859809985890650053e+00,-8.063266294082049868e-02,-7.092785304689861459e-01,8.436351372444654828e-01,2.524646202229709147e+00,2.394784056468273192e+00,4.992695933337313319e-01,-3.477466380265660906e+00,2.352075121728057550e+00,-5.337354312615542051e-01
